feature_name,random_feature_importance
battery_power,0.023062425041415757
blue,0.5247746602583891
clock_speed,0.3998609717152555
dual_sim,0.04666566321361543
fc,0.9737555188414592
four_g,0.23277134043030423
int_memory,0.0906064345328208
m_dep,0.6183860093330873
n_cores,0.38246199126716274
pc,0.9832308858067882
px_height,0.4667628932479799
ram,0.8599404067363206
sc_w,0.6803075385877797
talk_time,0.450499251969543
three_g,0.013264961159866528
touch_screen,0.9422017556848528
wifi,0.5632882178455393
