feature_name,random_feature_importance
Age,0.41096451640043374
DailyRate,0.3177435047620818
DistanceFromHome,0.5819279049807213
Education,0.9379791213136662
EmployeeCount,0.2844967840557142
EmployeeNumber,0.4588518176461297
EnvironmentSatisfaction,0.6551169301393401
HourlyRate,0.8446949117955828
JobInvolvement,0.2533339206409648
JobSatisfaction,0.28028995098039056
MonthlyRate,0.8851655322559362
NumCompaniesWorked,0.08025811998580301
PercentSalaryHike,0.6054476059672126
PerformanceRating,0.8604554160959871
RelationshipSatisfaction,0.9217427503515333
StandardHours,0.012687254232868761
StockOptionLevel,0.3696659774941843
TotalWorkingYears,0.25726478612104664
TrainingTimesLastYear,0.5680325887747232
WorkLifeBalance,0.6328622768136293
YearsAtCompany,0.9997744776055287
YearsInCurrentRole,0.5127624968989256
YearsSinceLastPromotion,0.5514668787372697
YearsWithCurrManager,0.4143135078056419
Over18_Y,0.14767723783857567
