feature_name,permutation_feature_importance
duration,0.1502857142857143
day,0.07634285714285713
balance,0.058819047619047625
housing_yes,0.04876190476190476
contact_unknown,0.0444952380952381
pdays,0.04022857142857143
month_feb,0.023504761904761903
month_may,0.020190476190476193
poutcome_success,0.019238095238095238
campaign,0.01634285714285714
month_jul,0.013980952380952382
previous,0.012076190476190476
month_oct,0.010476190476190476
education_tertiary,0.010095238095238095
education_secondary,0.010095238095238095
month_jun,0.009904761904761906
month_aug,0.008266666666666667
job_technician,0.008114285714285716
marital_married,0.008038095238095238
loan_yes,0.007695238095238095
marital_single,0.007695238095238095
month_mar,0.007276190476190476
job_services,0.005295238095238096
month_sep,0.005028571428571428
job_student,0.004838095238095238
job_unemployed,0.004647619047619048
job_retired,0.004114285714285714
job_management,0.0038476190476190476
month_nov,0.00380952380952381
poutcome_other,0.0032380952380952387
month_jan,0.0032380952380952387
job_blue-collar,0.0025523809523809527
education_unknown,0.0020952380952380953
contact_telephone,0.0020952380952380953
job_self-employed,0.0016
job_entrepreneur,0.001142857142857143
job_housemaid,0.0007238095238095238
job_unknown,0.0004952380952380952
default_yes,0.0002285714285714286
month_dec,0.0
