feature_name,permutation_feature_importance
duration,0.09066666666666666
housing_yes,0.030666666666666665
balance,0.029257142857142853
day,0.02380952380952381
pdays,0.023580952380952376
campaign,0.023428571428571427
contact_unknown,0.016114285714285713
poutcome_success,0.01340952380952381
job_blue-collar,0.01139047619047619
month_may,0.010742857142857143
marital_single,0.009523809523809523
previous,0.007504761904761905
marital_married,0.00700952380952381
month_feb,0.0067428571428571425
month_jul,0.00601904761904762
education_secondary,0.005676190476190476
loan_yes,0.00499047619047619
month_mar,0.004990476190476189
education_tertiary,0.004838095238095238
month_oct,0.004723809523809523
job_technician,0.004152380952380952
job_management,0.0037333333333333337
month_aug,0.0034666666666666665
month_jun,0.0032380952380952387
job_retired,0.003123809523809524
poutcome_other,0.002361904761904762
month_nov,0.0022095238095238097
month_sep,0.0021333333333333334
job_services,0.0021333333333333334
job_student,0.002019047619047619
contact_telephone,0.0017904761904761902
education_unknown,0.0015619047619047622
job_self-employed,0.0011047619047619048
job_unemployed,0.0009523809523809523
month_jan,0.0008761904761904763
job_housemaid,0.0007619047619047618
month_dec,0.000380952380952381
job_entrepreneur,0.0003428571428571429
job_unknown,0.00019047619047619045
default_yes,0.0
