feature_name,dfx_feature_importance
duration,0.010567218435990974
job_retired,0.00800004396555764
poutcome_success,0.004328150753095859
pdays,0.004244491785071057
day,0.0031237983563821323
contact_unknown,0.0024898682993011218
previous,0.002469423915982379
housing_yes,0.002408481987225351
month_jun,0.002329368146790473
month_jul,0.00219134878301145
month_aug,0.0019011108595659934
balance,0.0017764578693651978
job_blue-collar,0.0017466615470726355
education_tertiary,0.0017407693882037268
month_may,0.0016828069227981413
job_management,0.001608770510566475
marital_single,0.0015447201168147845
month_feb,0.0015408774100280813
loan_yes,0.0013354869246454582
job_services,0.0013199168644533851
education_secondary,0.001266247860689679
month_jan,0.001154986365295219
month_nov,0.0011416068839284234
job_technician,0.0010761611395336682
poutcome_other,0.0009765565183419909
education_unknown,0.0008238682960886979
month_sep,0.0008134930360551545
job_entrepreneur,0.0007568990683255026
month_mar,0.0007448822710975471
contact_telephone,0.0006561712187395026
job_self-employed,0.0006548913793400387
campaign,0.0005442483233236483
job_housemaid,0.0005135461783731185
default_yes,0.0003887865127625371
job_student,0.00016675987593015964
month_dec,0.0001189596947173967
marital_married,6.517038644516287e-05
month_oct,4.933805049755934e-05
job_unemployed,4.139380891426023e-05
job_unknown,3.133769716428995e-05
