feature_name,dfx_feature_importance
duration,0.008461782528334048
loan_yes,0.008443705602722937
education_unknown,0.006106417900273184
month_oct,0.005718375886859546
job_blue-collar,0.005574836939137658
contact_unknown,0.005562927402074368
marital_single,0.00483995042895096
month_feb,0.004821838095371878
pdays,0.004747195885199774
balance,0.004192426888165246
education_secondary,0.0035054876482031967
month_may,0.0029129370060985383
poutcome_success,0.0027346474323679385
poutcome_other,0.0021368529792712113
month_sep,0.002105390113318753
default_yes,0.0020110015154613746
job_entrepreneur,0.0014813766052616376
education_tertiary,0.001476132794269572
job_student,0.0013063758351112387
housing_yes,0.001303585021389386
month_nov,0.0011877231897053525
job_self-employed,0.0011597098867832296
month_mar,0.0011553699554899797
job_retired,0.0011374847910903259
job_management,0.0004640772727987867
day,0.00044951983831779165
month_aug,0.0004485595280461981
previous,0.00027530007708400733
month_jun,0.0
job_unemployed,0.0
job_unknown,0.0
campaign,0.0
marital_married,0.0
month_jul,0.0
month_jan,0.0
month_dec,0.0
job_technician,0.0
contact_telephone,0.0
job_services,0.0
job_housemaid,0.0
