feature_name,model_feature_importance
housing_yes,1.1718670164889848
contact_unknown,0.805473085775534
month_may,0.7496283284778334
marital_married,0.6702040689258959
education_secondary,0.5998199687831908
job_blue-collar,0.49939986489982013
poutcome_success,0.4373542158908498
loan_yes,0.4048752269830282
job_technician,0.2539152502932405
month_jul,0.22034282817424133
month_jun,0.19702249284539464
month_oct,0.17343824840710642
campaign,0.13704430474587054
marital_single,0.13111611733912176
month_nov,0.1293073656289521
month_mar,0.11899836560938293
month_aug,0.1186202312014564
job_services,0.09705344129603816
job_management,0.09060972103580324
month_feb,0.08922264764640467
job_entrepreneur,0.07890966875341303
job_student,0.07177360295411775
job_retired,0.06698518660130195
education_tertiary,0.06513693676993934
job_housemaid,0.05888423152875382
month_sep,0.057599762284680556
education_unknown,0.04970594850209867
previous,0.035000319574124895
default_yes,0.032388538084379276
month_dec,0.02644438138611004
month_jan,0.02543655615475194
job_self-employed,0.022906962996735957
job_unemployed,0.022421049094988335
job_unknown,0.021954894426807023
day,0.01576908813750152
contact_telephone,0.012055731966211217
poutcome_other,0.011113344890614706
duration,0.003914412688016033
pdays,0.0022035308665711234
balance,1.288192606313999e-07
