feature_name,shap_feature_importance
duration,0.09925993729973745
housing_yes,0.030885599167891895
day,0.02834484600524286
balance,0.026310394795300333
contact_unknown,0.02272070951402393
pdays,0.022507302685443042
poutcome_success,0.021599108025062916
month_feb,0.013843058712557884
month_may,0.01084692241939713
campaign,0.008985505890547692
month_jun,0.007979308172503327
month_oct,0.007793330074614581
education_secondary,0.0069056177104961265
previous,0.006720088722509524
month_mar,0.005960940241777465
education_tertiary,0.005945649946598733
month_jul,0.005693669156760647
job_technician,0.0048932981749179585
marital_single,0.00470429400169099
loan_yes,0.004559559813331094
marital_married,0.00414814723946754
job_services,0.003989034829672366
job_student,0.0038757284536625612
month_aug,0.003223035669991948
month_sep,0.0029985697883322415
job_management,0.00299337959560676
job_retired,0.002765360008734468
job_unemployed,0.0027629759333546275
month_jan,0.0026310269697723664
job_blue-collar,0.0021333781935478306
poutcome_other,0.0021100494908836724
contact_telephone,0.001722477205778374
month_nov,0.001640947354676685
education_unknown,0.001578077015522006
job_self-employed,0.0013344406251359845
job_entrepreneur,0.0009945954142617237
job_unknown,0.0006802087220977302
job_housemaid,0.0006401818861183617
default_yes,0.0002677362312926038
month_dec,0.0
