feature_name,permutation_feature_importance
duration,0.037676190476190474
housing_yes,0.004914285714285713
campaign,0.002933333333333327
contact_unknown,0.0026666666666666588
pdays,0.0025904761904761847
marital_married,0.0022857142857142824
poutcome_success,0.0021333333333333317
day,0.0020571428571428546
education_secondary,0.001980952380952375
marital_single,0.0014095238095238078
month_may,0.0013714285714285651
job_blue-collar,0.0012571428571428538
loan_yes,0.001219047619047614
job_technician,0.0010285714285714204
month_jul,0.0007619047619047581
month_oct,0.00057142857142857
month_jun,0.0003428571428571364
education_tertiary,0.0003428571428571364
job_management,0.00030476190476189655
job_student,0.00022857142857142244
job_retired,0.00022857142857142244
month_nov,0.00022857142857141965
job_housemaid,0.00015238095238094828
month_feb,7.619047619047137e-05
contact_telephone,3.809523809523707e-05
month_dec,0.0
poutcome_other,0.0
job_unemployed,0.0
job_unknown,0.0
balance,0.0
job_self-employed,-2.7755575615628915e-18
job_entrepreneur,-2.7755575615628915e-18
default_yes,-3.809523809523985e-05
education_unknown,-3.809523809523985e-05
month_jan,-0.00011428571428571676
month_aug,-0.00022857142857143353
month_mar,-0.00022857142857143632
month_sep,-0.0004190476190476217
previous,-0.0004571428571428615
job_services,-0.0005333333333333356
