feature_name,dfx_feature_importance
duration,0.007133955754714807
housing_yes,0.0015661750419346436
job_retired,0.0007555909056558505
education_secondary,0.0006558951501728327
contact_unknown,0.0004411651440899077
campaign,0.00039225682453740223
pdays,0.00036374276412495647
marital_married,0.00034992782874901634
day,0.0002871128167493838
previous,0.00019681817363095063
marital_single,0.00013971087913604757
month_dec,9.358638387294077e-05
job_technician,3.634869524660081e-05
job_student,1.5218122979795624e-05
job_self-employed,1.4230749094583067e-05
balance,2.5032024615843256e-06
education_tertiary,2.361691561434033e-06
month_may,1.358840123739229e-06
job_blue-collar,6.541482420068762e-07
month_jul,5.163381566908957e-07
month_feb,8.823060514208184e-10
poutcome_success,1.0578152617444383e-12
default_yes,0.0
job_housemaid,0.0
poutcome_other,0.0
month_sep,0.0
month_oct,0.0
month_nov,0.0
job_services,0.0
month_mar,0.0
month_jun,0.0
job_management,0.0
month_jan,0.0
education_unknown,0.0
job_unemployed,0.0
month_aug,0.0
job_entrepreneur,0.0
contact_telephone,0.0
loan_yes,0.0
job_unknown,0.0
