feature_name,shap_feature_importance
duration,0.022025449828910918
contact_unknown,0.004041338898581267
month_may,0.0037823287292313096
loan_yes,0.0030615553229621207
month_aug,0.0027573950604572175
job_technician,0.0023447903852266785
month_jul,0.002144816795633551
education_tertiary,0.002099022919266015
job_management,0.0020039640317494364
month_oct,0.0018655662070955952
pdays,0.001654151119700085
education_secondary,0.0014622133008392452
poutcome_other,0.001460989258811535
poutcome_success,0.0012609184740981097
marital_single,0.0012069119263478842
previous,0.0011771436217553912
job_blue-collar,0.001147467312088053
housing_yes,0.0011439678785590474
campaign,0.0010971822691414482
day,0.0010791530497531589
marital_married,0.0010419625320409126
month_jan,0.0008528018622768872
month_mar,0.0008522326802204584
month_jun,0.0008485659576556928
job_services,0.0007588289255898117
month_sep,0.0007156082450695565
education_unknown,0.0006663920264990686
balance,0.0006283909764031045
month_dec,0.0004895513664782018
month_feb,0.00048006053531875377
job_entrepreneur,0.0004675713150946863
job_retired,0.00045702191989649464
month_nov,0.0004559114383713145
contact_telephone,0.0002576032651605963
job_unemployed,0.00013510531735976794
job_self-employed,0.00012738495393518182
job_housemaid,0.00012701576416709995
job_student,0.00010851489104222958
default_yes,8.826330488585859e-05
job_unknown,5.5017713324537674e-05
