feature_name,random_feature_importance
baseline value,0.9093204020787821
accelerations,0.2587799816000169
fetal_movement,0.662522284353982
uterine_contractions,0.31171107608941095
light_decelerations,0.5200680211778108
severe_decelerations,0.5467102793432796
prolongued_decelerations,0.18485445552552704
abnormal_short_term_variability,0.9695846277645586
mean_value_of_short_term_variability,0.7751328233611146
percentage_of_time_with_abnormal_long_term_variability,0.9394989415641891
mean_value_of_long_term_variability,0.8948273504276488
histogram_number_of_peaks,0.5978999788110851
histogram_number_of_zeroes,0.9218742350231168
histogram_mode,0.0884925020519195
histogram_variance,0.1959828624191452
histogram_tendency,0.045227288910538066
